"Year","Month","Day","Hour","Minute","Depth.m","Dissolved.Oxygen.mg.L","People","Instrument","Notes.Dissolved.Oxygen"
2006,8,30,0,0,"3",8.1,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"4",8,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"5",7.7,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"6",7.8,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"7",7.9,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"8",7.8,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"9",7.7,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"10",3.2,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"11",0.3,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"12",0.2,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"13",0.2,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"14",0.2,"Georgia Wolfe",NA,NA
2006,8,30,0,0,"15",0.2,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"0",9.2,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"1",9.2,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"2",9.1,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"3",9,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"4",8.9,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"5",8.5,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"6",8.4,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"7",8.2,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"8",8,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"9",7.9,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"10",1.8,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"11",0.4,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"12",0.3,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"13",0.2,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"14",0.2,"Georgia Wolfe",NA,NA
2006,9,1,0,0,"15",0.2,"Georgia Wolfe",NA,NA
2008,6,2,12,0,"0",10.57,"Miller",NA,NA
2008,6,2,12,0,"0.5",10.39,"Miller",NA,NA
2008,6,2,12,0,"1",10.47,"Miller",NA,NA
2008,6,2,12,0,"1.5",10.65,"Miller",NA,NA
2008,6,2,12,0,"2",10.53,"Miller",NA,NA
2008,6,2,12,0,"3",10.54,"Miller",NA,NA
2008,6,2,12,0,"4",10.43,"Miller",NA,NA
2008,6,2,12,0,"5",10.06,"Miller",NA,NA
2008,6,2,12,0,"6",9.8,"Miller",NA,NA
2008,6,2,12,0,"7",9.66,"Miller",NA,NA
2008,6,2,12,0,"8",9.44,"Miller",NA,NA
2008,6,2,12,0,"9",9.87,"Miller",NA,NA
2008,6,2,12,0,"10",9.81,"Miller",NA,NA
2008,6,2,12,0,"11",NA,"Miller",NA,NA
2008,6,2,12,0,"12",9.46,"Miller",NA,NA
2008,6,2,12,0,"13",NA,"Miller",NA,NA
2008,6,2,12,0,"14",8.65,"Miller",NA,NA
2008,6,2,12,0,"15",NA,"Miller",NA,NA
2008,6,2,12,0,"16",8.4,"Miller",NA,NA
2008,6,2,12,0,"17",NA,"Miller",NA,NA
2008,6,2,12,0,"18",6.85,"Miller",NA,NA
2008,6,2,12,0,"19",NA,"Miller",NA,NA
2008,6,2,12,0,"20",4.78,"Miller",NA,NA
2008,6,16,15,30,"0",8.9,"Miller",NA,NA
2008,6,16,15,30,"0.5",8.9,"Miller",NA,NA
2008,6,16,15,30,"1",8.89,"Miller",NA,NA
2008,6,16,15,30,"1.5",8.86,"Miller",NA,NA
2008,6,16,15,30,"2",8.85,"Miller",NA,NA
2008,6,16,15,30,"3",8.85,"Miller",NA,NA
2008,6,16,15,30,"4",8.86,"Miller",NA,NA
2008,6,16,15,30,"5",8.87,"Miller",NA,NA
2008,6,16,15,30,"6",8.84,"Miller",NA,NA
2008,6,16,15,30,"7",8.8,"Miller",NA,NA
2008,6,16,15,30,"8",8.8,"Miller",NA,NA
2008,6,16,15,30,"9",8.72,"Miller",NA,NA
2008,6,16,15,30,"10",8.48,"Miller",NA,NA
2008,6,16,15,30,"11",NA,"Miller",NA,NA
2008,6,16,15,30,"12",6.79,"Miller",NA,NA
2008,6,16,15,30,"13",NA,"Miller",NA,NA
2008,6,16,15,30,"14",6.21,"Miller",NA,NA
2008,6,16,15,30,"15",NA,"Miller",NA,NA
2008,6,16,15,30,"16",5.34,"Miller",NA,NA
2008,6,16,15,30,"17",NA,"Miller",NA,NA
2008,6,16,15,30,"18",4.69,"Miller",NA,NA
2008,6,16,15,30,"19",NA,"Miller",NA,NA
2008,6,16,15,30,"20",3.05,"Miller",NA,NA
2008,6,26,11,31,"0",15.52,"Miller",NA,NA
2008,6,26,11,31,"0.5",15.38,"Miller",NA,NA
2008,6,26,11,31,"1",14.55,"Miller",NA,NA
2008,6,26,11,31,"1.5",13.8,"Miller",NA,NA
2008,6,26,11,31,"2",12.66,"Miller",NA,NA
2008,6,26,11,31,"3",11.59,"Miller",NA,NA
2008,6,26,11,31,"4",10.67,"Miller",NA,NA
2008,6,26,11,31,"5",10.36,"Miller",NA,NA
2008,6,26,11,31,"6",10.05,"Miller",NA,NA
2008,6,26,11,31,"7",9.08,"Miller",NA,NA
2008,6,26,11,31,"8",8.27,"Miller",NA,NA
2008,6,26,11,31,"9",8.06,"Miller",NA,NA
2008,6,26,11,31,"10",7.45,"Miller",NA,NA
2008,6,26,11,31,"11",NA,"Miller",NA,NA
2008,6,26,11,31,"12",5.74,"Miller",NA,NA
2008,6,26,11,31,"13",NA,"Miller",NA,NA
2008,6,26,11,31,"14",4.62,"Miller",NA,NA
2008,6,26,11,31,"15",NA,"Miller",NA,NA
2008,6,26,11,31,"16",3.02,"Miller",NA,NA
2008,6,26,11,31,"17",NA,"Miller",NA,NA
2008,6,26,11,31,"18",1.77,"Miller",NA,NA
2008,6,26,11,31,"19",NA,"Miller",NA,NA
2008,6,26,11,31,"20",0.05,"Miller",NA,NA
2008,7,2,11,30,"0",10.2,"Miller",NA,NA
2008,7,2,11,30,"0.5",10.1,"Miller",NA,NA
2008,7,2,11,30,"1",10.2,"Miller",NA,NA
2008,7,2,11,30,"1.5",10,"Miller",NA,NA
2008,7,2,11,30,"2",9.9,"Miller",NA,NA
2008,7,2,11,30,"3",9.8,"Miller",NA,NA
2008,7,2,11,30,"4",9.6,"Miller",NA,NA
2008,7,2,11,30,"5",9.4,"Miller",NA,NA
2008,7,2,11,30,"6",9.2,"Miller",NA,NA
2008,7,2,11,30,"7",9.1,"Miller",NA,NA
2008,7,2,11,30,"8",8.7,"Miller",NA,NA
2008,7,2,11,30,"9",8.1,"Miller",NA,NA
2008,7,2,11,30,"10",6.2,"Miller",NA,NA
2008,7,2,11,30,"11",NA,"Miller",NA,NA
2008,7,2,11,30,"12",3.8,"Miller",NA,NA
2008,7,2,11,30,"13",NA,"Miller",NA,NA
2008,7,2,11,30,"14",3.1,"Miller",NA,NA
2008,7,2,11,30,"15",NA,"Miller",NA,NA
2008,7,2,11,30,"16",2.3,"Miller",NA,NA
2008,7,2,11,30,"17",NA,"Miller",NA,NA
2008,7,2,11,30,"18",1.5,"Miller",NA,NA
2008,7,2,11,30,"19",NA,"Miller",NA,NA
2008,7,2,11,30,"20",1.5,"Miller",NA,NA
2008,7,9,12,10,"0",10.5,"Miller",NA,NA
2008,7,9,12,10,"0.5",10.5,"Miller",NA,NA
2008,7,9,12,10,"1",10.5,"Miller",NA,NA
2008,7,9,12,10,"1.5",10.5,"Miller",NA,NA
2008,7,9,12,10,"2",10.5,"Miller",NA,NA
2008,7,9,12,10,"3",10.4,"Miller",NA,NA
2008,7,9,12,10,"4",9.9,"Miller",NA,NA
2008,7,9,12,10,"5",9.9,"Miller",NA,NA
2008,7,9,12,10,"6",9.6,"Miller",NA,NA
2008,7,9,12,10,"7",9.2,"Miller",NA,NA
2008,7,9,12,10,"8",8.8,"Miller",NA,NA
2008,7,9,12,10,"9",6.2,"Miller",NA,NA
2008,7,9,12,10,"10",5.1,"Miller",NA,NA
2008,7,9,12,10,"11",NA,"Miller",NA,NA
2008,7,9,12,10,"12",1.8,"Miller",NA,NA
2008,7,9,12,10,"13",NA,"Miller",NA,NA
2008,7,9,12,10,"14",0.5,"Miller",NA,NA
2008,7,9,12,10,"15",NA,"Miller",NA,NA
2008,7,9,12,10,"16",0.4,"Miller",NA,NA
2008,7,9,12,10,"17",NA,"Miller",NA,NA
2008,7,9,12,10,"18",0.5,"Miller",NA,NA
2008,7,9,12,10,"19",NA,"Miller",NA,NA
2008,7,9,12,10,"20",0.9,"Miller",NA,NA
2008,7,16,12,55,"0",10.46,"Miller",NA,NA
2008,7,16,12,55,"0.5",11.1,"Miller",NA,NA
2008,7,16,12,55,"1",10.95,"Miller",NA,NA
2008,7,16,12,55,"1.5",12.33,"Miller",NA,NA
2008,7,16,12,55,"2",10.12,"Miller",NA,NA
2008,7,16,12,55,"3",9.67,"Miller",NA,NA
2008,7,16,12,55,"4",9.49,"Miller",NA,NA
2008,7,16,12,55,"5",9.29,"Miller",NA,NA
2008,7,16,12,55,"6",9.22,"Miller",NA,NA
2008,7,16,12,55,"7",7.79,"Miller",NA,NA
2008,7,16,12,55,"8",NA,"Miller",NA,NA
2008,7,16,12,55,"9",NA,"Miller",NA,NA
2008,7,16,12,55,"10",NA,"Miller",NA,NA
2008,7,16,12,55,"11",NA,"Miller",NA,NA
2008,7,16,12,55,"12",NA,"Miller",NA,NA
2008,7,16,12,55,"13",NA,"Miller",NA,NA
2008,7,16,12,55,"14",NA,"Miller",NA,NA
2008,7,16,12,55,"15",NA,"Miller",NA,NA
2008,7,16,12,55,"16",NA,"Miller",NA,NA
2008,7,16,12,55,"17",NA,"Miller",NA,NA
