"sampledate","year4","month","day","reps","average","observer","ObsTime","Loc","Depth","AT","CD.CV","WD","WD.1","SN","ICE","SECC"
"1911-03-06",1911,3,6,1,1,"BJ",NA,1,16,NA,"",NA,"",NA,NA,NA
"1911-03-10",1911,3,10,1,1,"BJ",NA,3,24,NA,"",NA,"",NA,25,NA
"1911-03-11",1911,3,11,1,1,"BJ",NA,3,24,NA,"",NA,"",NA,28,NA
"1911-03-13",1911,3,13,1,1,"BJ",NA,3,24,NA,"",NA,"",NA,NA,NA
"1911-03-21",1911,3,21,1,1,"BJ",NA,2,22,NA,"",NA,"",NA,NA,NA
"1911-03-25",1911,3,25,1,1,"BJ",NA,1,18,NA,"",NA,"",NA,NA,NA
"1911-04-01",1911,4,1,1,1,"BJ","16:30:00",2,24,NA,"",NA,"NW",NA,NA,NA
"1911-04-05",1911,4,5,1,1,"BJ",NA,1,18,NA,"",NA,"",NA,NA,NA
"1911-04-07",1911,4,7,1,1,"BJ","09:00:00",1,18,NA,"",NA,"",NA,NA,NA
"1911-04-07",1911,4,7,2,1,"BJ","16:30:00",1,18,NA,"",NA,"",NA,NA,NA
"1911-04-11",1911,4,11,1,11,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-04-19",1911,4,19,1,13,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-04-27",1911,4,27,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.8
"1911-05-04",1911,5,4,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-05-12",1911,5,12,1,12,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-05-20",1911,5,20,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,3.3
"1911-05-28",1911,5,28,1,15,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-06-04",1911,6,4,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.1
"1911-06-11",1911,6,11,1,13,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-06-19",1911,6,19,1,15,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-06-27",1911,6,27,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-07-04",1911,7,4,1,16,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-07-12",1911,7,12,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-07-20",1911,7,20,1,16,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-07-28",1911,7,28,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-08-04",1911,8,4,1,16,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-08-12",1911,8,12,1,13,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-08-20",1911,8,20,1,15,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-08-28",1911,8,28,1,15,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-09-04",1911,9,4,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-09-11",1911,9,11,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-09-19",1911,9,19,1,16,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-09-27",1911,9,27,1,14,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-10-04",1911,10,4,1,12,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-10-12",1911,10,12,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1911-10-16",1911,10,16,1,1,"BJ","07:30:00",2,23,NA,"",NA,"SE",NA,NA,NA
"1911-10-16",1911,10,16,2,1,"BJ","17:20:00",2,23,NA,"",NA,"SE",NA,NA,NA
"1911-10-17",1911,10,17,1,1,"BJ","17:00:00",2,23,NA,"",NA,"NW",NA,NA,NA
"1911-10-18",1911,10,18,1,1,"BJ","11:00:00",2,23,NA,"",NA,"SW",NA,NA,NA
"1911-10-19",1911,10,19,1,1,"BJ","17:00:00",2,23,NA,"",NA,"W",NA,NA,NA
"1911-10-19",1911,10,19,2,1,"BJ","08:30:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-10-20",1911,10,20,1,1,"BJ","08:30:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-10-20",1911,10,20,2,1,"BJ","17:40:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-10-21",1911,10,21,1,1,"BJ","14:30:00",2,23,NA,"",NA,"NW",NA,NA,NA
"1911-10-21",1911,10,21,2,1,"BJ","07:15:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-10-22",1911,10,22,1,1,"BJ","09:00:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-10-22",1911,10,22,2,1,"BJ","17:20:00",1,18,NA,"",NA,"S",NA,NA,NA
"1911-10-23",1911,10,23,1,1,"BJ","17:10:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-10-24",1911,10,24,1,1,"BJ","08:20:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1911-10-24",1911,10,24,2,1,"BJ","17:00:00",1,18,NA,"",NA,"SE",NA,NA,NA
"1911-10-25",1911,10,25,1,1,"BJ","17:00:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-10-26",1911,10,26,1,1,"BJ","07:00:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-10-26",1911,10,26,2,1,"BJ","17:30:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-10-27",1911,10,27,1,1,"BJ","07:00:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-10-27",1911,10,27,2,1,"BJ","17:00:00",1,18,NA,"",NA,"N",NA,NA,NA
"1911-10-28",1911,10,28,1,1,"BJ","14:30:00",2,23,NA,"",NA,"W",NA,NA,NA
"1911-10-28",1911,10,28,2,1,"BJ","07:00:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1911-10-29",1911,10,29,1,1,"BJ","10:00:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-10-30",1911,10,30,1,1,"BJ","07:15:00",1,18,NA,"99",NA,"",NA,NA,NA
"1911-10-30",1911,10,30,2,1,"BJ","17:00:00",1,18,NA,"",NA,"",NA,NA,NA
"1911-10-31",1911,10,31,1,1,"BJ","17:00:00",1,18,NA,"",NA,"",NA,NA,NA
"1911-11-01",1911,11,1,1,1,"BJ","07:15:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-11-02",1911,11,2,1,1,"BJ","17:00:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-11-03",1911,11,3,1,1,"BJ","07:00:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1911-11-04",1911,11,4,1,1,"BJ","07:00:00",1,18,NA,"",NA,"S",NA,NA,NA
"1911-11-04",1911,11,4,2,1,"BJ","14:30:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1911-11-05",1911,11,5,1,1,"BJ","10:00:00",1,18,NA,"",NA,"S",NA,NA,NA
"1911-11-05",1911,11,5,2,1,"BJ","17:30:00",1,18,NA,"",NA,"SE",NA,NA,NA
"1911-11-06",1911,11,6,1,1,"BJ","16:30:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1911-11-07",1911,11,7,1,1,"BJ","09:30:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-11-08",1911,11,8,1,1,"BJ","08:00:00",1,18,NA,"",NA,"SE",NA,NA,NA
"1911-11-09",1911,11,9,1,1,"BJ","17:00:00",1,18,NA,"",NA,"SE",NA,NA,NA
"1911-11-10",1911,11,10,1,1,"BJ","17:00:00",1,18,NA,"",NA,"E",NA,NA,NA
"1911-11-13",1911,11,13,1,1,"BJ","08:00:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1911-11-14",1911,11,14,1,1,"BJ","17:15:00",1,18,NA,"",NA,"S",NA,NA,NA
"1911-11-16",1911,11,16,1,1,"BJ","09:30:00",1,18,NA,"",NA,"S",NA,NA,NA
"1911-11-18",1911,11,18,1,1,"BJ","17:00:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-11-19",1911,11,19,1,1,"BJ","13:00:00",1,18,NA,"",NA,"",NA,NA,NA
"1911-11-20",1911,11,20,1,1,"BJ","17:00:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-11-21",1911,11,21,1,1,"BJ","17:00:00",1,18,NA,"",NA,"",NA,NA,NA
"1911-11-24",1911,11,24,1,1,"BJ","16:15:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-11-25",1911,11,25,1,1,"BJ",NA,2,23,NA,"",NA,"S",NA,NA,NA
"1911-11-26",1911,11,26,1,1,"BJ","17:00:00",1,18,NA,"",NA,"SE",NA,NA,NA
"1911-11-27",1911,11,27,1,1,"BJ","17:00:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1911-11-29",1911,11,29,1,1,"BJ","16:10:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-11-30",1911,11,30,1,1,"BJ","17:00:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-12-01",1911,12,1,1,1,"BJ","16:30:00",1,18,NA,"0",NA,"W",NA,NA,NA
"1911-12-02",1911,12,2,1,1,"BJ","12:00:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-12-08",1911,12,8,1,1,"BJ","08:30:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1911-12-16",1911,12,16,1,1,"BJ",NA,1,18,NA,"",NA,"NW",NA,NA,NA
"1911-12-17",1911,12,17,1,1,"BJ",NA,1,18,NA,"",NA,"NW",NA,NA,NA
"1911-12-23",1911,12,23,1,1,"BJ","10:00:00",1,18,NA,"",NA,"W",NA,NA,NA
"1911-12-25",1911,12,25,1,1,"BJ","15:30:00",1,18,NA,"",NA,"W",NA,NA,1.2
"1911-12-29",1911,12,29,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,5,NA
"1911-12-29",1911,12,29,2,1,"BJ",NA,1,18,NA,"",NA,"",NA,NA,NA
"1911-12-30",1911,12,30,1,1,"BJ",NA,1,17,NA,"",NA,"",NA,9,NA
"1912-01-02",1912,1,2,1,1,"BJ","14:00:00",1,16,NA,"",NA,"",NA,15,NA
"1912-01-14",1912,1,14,1,1,"BJ","14:00:00",2,22,NA,"",NA,"",NA,44,NA
"1912-01-21",1912,1,21,1,1,"BJ","16:00:00",1,17,NA,"",NA,"",NA,54,NA
"1912-01-23",1912,1,23,1,1,"BJ","16:30:00",2,22,NA,"",NA,"",NA,53,NA
"1912-02-08",1912,2,8,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,66,NA
"1912-02-08",1912,2,8,2,1,"BJ",NA,1,18,NA,"",NA,"",NA,NA,NA
"1912-02-14",1912,2,14,1,1,"BJ","14:10:00",2,22,NA,"",NA,"",NA,66,NA
"1912-02-14",1912,2,14,2,1,"BJ",NA,1,18,NA,"",NA,"",NA,66,NA
"1912-02-24",1912,2,24,1,1,"BJ","14:00:00",1,18,NA,"",NA,"",NA,60,NA
"1912-02-25",1912,2,25,1,1,"BJ","15:00:00",2,23,NA,"",NA,"",NA,66,NA
"1912-02-28",1912,2,28,1,1,"BJ",NA,1,18,NA,"",NA,"",NA,66,NA
"1912-03-08",1912,3,8,1,1,"BJ","15:30:00",2,23,NA,"",NA,"",NA,69,NA
"1912-03-08",1912,3,8,2,1,"BJ",NA,1,18,NA,"",NA,"",NA,69,NA
"1912-03-15",1912,3,15,1,1,"BJ","14:00:00",1,18,NA,"",NA,"",NA,69,NA
"1912-03-16",1912,3,16,1,1,"BJ",NA,2,22,NA,"",NA,"",NA,61,NA
"1912-03-17",1912,3,17,1,1,"BJ",NA,NA,15,NA,"",NA,"",NA,67,NA
"1912-03-23",1912,3,23,1,1,"BJ",NA,2,22,NA,"",NA,"",NA,76,NA
"1912-03-23",1912,3,23,2,1,"BJ",NA,1,18,NA,"",NA,"",NA,56,NA
"1912-03-27",1912,3,27,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,67,NA
"1912-03-30",1912,3,30,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,74,NA
"1912-03-31",1912,3,31,1,1,"BJ",NA,2,21,NA,"",NA,"",NA,74,NA
"1912-04-02",1912,4,2,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,74,NA
"1912-04-04",1912,4,4,1,1,"BJ",NA,1,18,NA,"",NA,"",NA,38,NA
"1912-04-07",1912,4,7,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,38,NA
"1912-04-08",1912,4,8,1,1,"BJ",NA,1,18,NA,"",NA,"",NA,34,NA
"1912-04-11",1912,4,11,1,4,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-04-19",1912,4,19,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-04-27",1912,4,27,1,3,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-05-04",1912,5,4,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-05-12",1912,5,12,1,4,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-05-20",1912,5,20,1,6,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-05-28",1912,5,28,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-06-04",1912,6,4,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-06-11",1912,6,11,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,4
"1912-06-19",1912,6,19,1,NA,"BJ",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1912-06-27",1912,6,27,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-07-04",1912,7,4,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-07-12",1912,7,12,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-07-20",1912,7,20,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.1
"1912-07-28",1912,7,28,1,6,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-08-04",1912,8,4,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-08-12",1912,8,12,1,6,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-08-20",1912,8,20,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-08-28",1912,8,28,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,1.9
"1912-09-04",1912,9,4,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2
"1912-09-11",1912,9,11,1,6,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2
"1912-09-19",1912,9,19,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1912-09-27",1912,9,27,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.5
"1912-10-04",1912,10,4,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.5
"1912-10-12",1912,10,12,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.1
"1912-10-16",1912,10,16,1,1,"BJ","16:40:00",2,23.5,NA,"",NA,"SW",NA,NA,NA
"1912-10-17",1912,10,17,1,1,"BJ","10:00:00",2,23.5,NA,"",NA,"SW",NA,NA,2.3
"1912-10-18",1912,10,18,1,1,"BJ","10:00:00",2,23.5,NA,"",NA,"NW",NA,NA,2
"1912-10-19",1912,10,19,1,1,"BJ","16:30:00",2,23.5,NA,"",NA,"NW",NA,NA,NA
"1912-10-20",1912,10,20,1,1,"BJ","15:00:00",2,23.5,NA,"",NA,"S",NA,NA,NA
"1912-10-21",1912,10,21,1,1,"BJ","10:30:00",2,23.5,NA,"",NA,"S",NA,NA,1.9
"1912-10-22",1912,10,22,1,1,"BJ","16:30:00",2,23.5,NA,"",NA,"S",NA,NA,NA
"1912-10-23",1912,10,23,1,1,"BJ","15:30:00",2,23.5,NA,"",NA,"",NA,NA,NA
"1912-10-24",1912,10,24,1,1,"BJ","10:30:00",2,23.5,NA,"",NA,"S",NA,NA,NA
"1912-10-25",1912,10,25,1,1,"BJ","15:50:00",2,23.5,NA,"",NA,"",NA,NA,NA
"1912-10-26",1912,10,26,1,1,"BJ","14:30:00",2,23.5,NA,"",NA,"SW",NA,NA,NA
"1912-10-27",1912,10,27,1,1,"BJ","14:30:00",2,23.5,NA,"",NA,"",NA,NA,NA
"1912-10-28",1912,10,28,1,1,"BJ","10:00:00",2,23.5,NA,"",NA,"S",NA,NA,NA
"1912-10-29",1912,10,29,1,1,"BJ","10:30:00",2,23.5,NA,"",NA,"W",NA,NA,NA
"1912-10-30",1912,10,30,1,1,"BJ","16:30:00",2,23.5,NA,"",0,"",NA,NA,NA
"1912-10-31",1912,10,31,1,1,"BJ","10:00:00",2,23.5,NA,"",NA,"NE",NA,NA,NA
"1912-11-01",1912,11,1,1,1,"BJ","17:25:00",2,23.5,NA,"",NA,"NW",NA,NA,NA
"1912-11-02",1912,11,2,1,1,"BJ","09:45:00",2,23.5,NA,"",NA,"S",NA,NA,NA
"1912-11-03",1912,11,3,1,1,"BJ","12:00:00",2,23.5,NA,"",NA,"S",NA,NA,NA
"1912-11-04",1912,11,4,1,1,"BJ","11:00:00",2,23.5,NA,"",NA,"S",NA,NA,2.4
"1912-11-05",1912,11,5,1,1,"BJ","16:00:00",2,23.5,NA,"",NA,"S",NA,NA,NA
"1912-11-06",1912,11,6,1,1,"BJ","17:00:00",2,23.5,NA,"",NA,"NW",NA,NA,NA
"1912-11-07",1912,11,7,1,1,"BJ",NA,2,23.5,NA,"",NA,"S",NA,NA,NA
"1912-11-08",1912,11,8,1,1,"BJ","16:30:00",2,23.5,NA,"",NA,"W",NA,NA,NA
"1912-11-09",1912,11,9,1,1,"BJ","11:00:00",2,23,NA,"",NA,"",NA,NA,NA
"1912-11-11",1912,11,11,1,1,"BJ","10:00:00",2,23,NA,"",NA,"SW",NA,NA,NA
"1912-11-12",1912,11,12,1,1,"BJ","17:00:00",1,18,NA,"",NA,"NE",NA,NA,NA
"1912-11-14",1912,11,14,1,1,"BJ","16:30:00",1,17,NA,"",NA,"NW",NA,NA,NA
"1912-11-15",1912,11,15,1,1,"BJ","10:00:00",2,23,NA,"",NA,"SW",NA,NA,2.9
"1912-11-16",1912,11,16,1,1,"BJ","16:30:00",NA,16,NA,"",NA,"",NA,NA,NA
"1912-11-17",1912,11,17,1,1,"BJ","10:30:00",NA,17,NA,"",NA,"SW",NA,NA,NA
"1912-11-18",1912,11,18,1,1,"BJ","10:00:00",2,23,NA,"",NA,"SW",NA,NA,NA
"1912-11-19",1912,11,19,1,1,"BJ","16:30:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1912-11-20",1912,11,20,1,1,"BJ","10:40:00",2,23,NA,"",NA,"",NA,NA,NA
"1912-11-22",1912,11,22,1,1,"BJ","16:30:00",1,19,NA,"",NA,"S",NA,NA,NA
"1912-11-25",1912,11,25,1,1,"BJ","10:00:00",2,23,NA,"",NA,"W",NA,NA,NA
"1912-11-27",1912,11,27,1,1,"BJ","16:00:00",1,18,NA,"",NA,"W",NA,NA,NA
"1912-11-29",1912,11,29,1,1,"BJ",NA,1,17,NA,"",NA,"SW",NA,NA,NA
"1912-11-30",1912,11,30,1,1,"BJ",NA,1,18,NA,"",NA,"",NA,NA,NA
"1912-12-03",1912,12,3,1,1,"BJ","14:00:00",1,16,NA,"",NA,"SW",NA,NA,NA
"1912-12-04",1912,12,4,1,1,"BJ","14:00:00",1,19,NA,"",NA,"SW",NA,NA,NA
"1912-12-09",1912,12,9,1,1,"BJ","09:00:00",NA,16,NA,"",NA,"SW",NA,NA,NA
"1912-12-12",1912,12,12,1,1,"BJ","10:30:00",NA,16,NA,"",NA,"SW",NA,NA,NA
"1912-12-13",1912,12,13,1,1,"BJ","10:00:00",2,21,NA,"",NA,"SW",NA,NA,NA
"1912-12-19",1912,12,19,1,1,"BJ","15:00:00",1,18,NA,"",NA,"N",NA,NA,NA
"1912-12-28",1912,12,28,1,1,"BJ","12:15:00",1,18,NA,"",NA,"",NA,5.3,NA
"1912-12-30",1912,12,30,1,1,"BJ","14:30:00",1,18,NA,"",NA,"",NA,NA,NA
"1912-12-31",1912,12,31,1,1,"BJ","14:30:00",1,17,NA,"",NA,"",NA,9,NA
"1913-01-03",1913,1,3,1,1,"BJ","15:00:00",2,22,NA,"",NA,"NW",NA,4,NA
"1913-01-15",1913,1,15,1,1,"BJ","15:00:00",2,23,NA,"",NA,"",NA,30,NA
"1913-01-25",1913,1,25,1,1,"BJ","14:30:00",2,23,NA,"",NA,"",NA,29,NA
"1913-02-10",1913,2,10,1,1,"BJ",NA,2,21,NA,"",NA,"",NA,NA,NA
"1913-02-11",1913,2,11,1,1,"BJ",NA,2,22,NA,"",NA,"",NA,NA,NA
"1913-02-17",1913,2,17,1,1,"BJ",NA,2,22,NA,"",NA,"",NA,NA,NA
"1913-02-17",1913,2,17,2,1,"BJ",NA,1,18,NA,"",NA,"",NA,NA,NA
"1913-02-25",1913,2,25,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,NA,NA
"1913-03-11",1913,3,11,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,NA,NA
"1913-03-14",1913,3,14,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,NA,NA
"1913-03-17",1913,3,17,1,1,"BJ",NA,2,22,NA,"",NA,"",NA,36,NA
"1913-03-25",1913,3,25,1,1,"BJ",NA,1,18,NA,"",NA,"",NA,15,NA
"1913-03-26",1913,3,26,1,1,"BJ",NA,2,23,NA,"",NA,"",NA,20,NA
"1913-04-02",1913,4,2,1,1,"BJ","17:00:00",1,18,NA,"",NA,"SE",NA,NA,NA
"1913-04-03",1913,4,3,1,1,"BJ","16:50:00",2,23,NA,"99",NA,"NE",NA,NA,NA
"1913-04-06",1913,4,6,1,1,"BJ","08:00:00",1,18,NA,"",NA,"NW",NA,NA,NA
"1913-04-07",1913,4,7,1,1,"BJ","20:00:00",1,18,NA,"",NA,"NE",NA,NA,NA
"1913-04-11",1913,4,11,1,5,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-04-19",1913,4,19,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-04-27",1913,4,27,1,6,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-05-04",1913,5,4,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,1.9
"1913-05-12",1913,5,12,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-05-20",1913,5,20,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2
"1913-05-28",1913,5,28,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,3.5
"1913-06-04",1913,6,4,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.8
"1913-06-11",1913,6,11,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-06-19",1913,6,19,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2
"1913-06-27",1913,6,27,1,9,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-07-04",1913,7,4,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-07-12",1913,7,12,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-07-20",1913,7,20,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-07-28",1913,7,28,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,1.5
"1913-08-04",1913,8,4,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-08-12",1913,8,12,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-08-20",1913,8,20,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-08-28",1913,8,28,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2
"1913-09-04",1913,9,4,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-09-11",1913,9,11,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,1.9
"1913-09-19",1913,9,19,1,6,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1913-09-27",1913,9,27,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2
"1913-10-04",1913,10,4,1,7,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.4
"1913-10-12",1913,10,12,1,8,"BJ",NA,NA,23,NA,"",NA,"",NA,NA,2.2
"1913-10-18",1913,10,18,1,1,"BJ","10:00:00",2,23,NA,"",NA,"NW",NA,NA,NA
"1913-10-19",1913,10,19,1,1,"BJ","10:00:00",2,23,NA,"",NA,"S",NA,NA,NA
"1913-10-21",1913,10,21,1,1,"BJ","16:50:00",2,23,NA,"",NA,"W",NA,NA,NA
"1913-10-22",1913,10,22,1,1,"BJ","14:15:00",2,23,NA,"",NA,"",NA,NA,NA
"1913-10-23",1913,10,23,1,1,"BJ","14:30:00",2,23,NA,"",NA,"SW",NA,NA,NA
"1913-10-24",1913,10,24,1,1,"BJ","14:00:00",2,23,NA,"0",0,"",NA,NA,NA
"1913-10-25",1913,10,25,1,1,"BJ","10:00:00",2,23,NA,"",NA,"",NA,NA,NA
"1913-10-27",1913,10,27,1,1,"BJ","16:45:00",1,18,NA,"",NA,"N",NA,NA,NA
"1913-10-28",1913,10,28,1,1,"BJ","14:00:00",2,23,NA,"",0,"",NA,NA,NA
"1913-10-30",1913,10,30,1,1,"BJ","17:00:00",1,18,NA,"",NA,"N",NA,NA,NA
"1913-10-31",1913,10,31,1,1,"BJ",NA,2,23,NA,"",NA,"N",NA,NA,NA
"1913-11-02",1913,11,2,1,1,"BJ","10:30:00",2,23,NA,"",NA,"S",NA,NA,2.9
"1913-11-03",1913,11,3,1,1,"BJ","16:00:00",1,18,NA,"",NA,"W",NA,NA,NA
"1913-11-04",1913,11,4,1,1,"BJ","15:00:00",2,23,NA,"",0,"",NA,NA,4.3
"1913-11-05",1913,11,5,1,1,"BJ","14:30:00",2,23,NA,"",NA,"S",NA,NA,3.2
"1913-11-06",1913,11,6,1,1,"BJ","14:30:00",2,23,NA,"",NA,"S",NA,NA,3.7
"1913-11-07",1913,11,7,1,1,"BJ","17:00:00",1,18,NA,"",NA,"SW",NA,NA,NA
"1913-11-11",1913,11,11,1,1,"BJ","15:30:00",2,23,NA,"",NA,"SW",NA,NA,3.2
"1913-11-12",1913,11,12,1,1,"BJ","14:00:00",2,23,NA,"0",0,"",NA,NA,3.8
"1913-11-13",1913,11,13,1,1,"BJ","14:30:00",2,23,NA,"",0,"",NA,NA,NA
"1913-11-14",1913,11,14,1,1,"BJ","14:00:00",2,23,NA,"",0,"",NA,NA,NA
"1913-11-15",1913,11,15,1,1,"BJ","09:00:00",2,23,NA,"",NA,"N",NA,NA,NA
"1913-11-16",1913,11,16,1,1,"BJ","10:00:00",2,23,NA,"0",NA,"S",NA,NA,NA
"1913-11-17",1913,11,17,1,1,"BJ","14:00:00",2,23,NA,"",NA,"SW",NA,NA,NA
"1913-11-18",1913,11,18,1,1,"BJ","14:00:00",2,23,NA,"",0,"",NA,NA,NA
"1913-11-19",1913,11,19,1,1,"BJ","14:30:00",2,23,NA,"",NA,"W",NA,NA,NA
"1913-11-20",1913,11,20,1,1,"BJ","14:30:00",2,23,NA,"",NA,"SE",NA,NA,NA
"1913-11-21",1913,11,21,1,1,"BJ","17:15:00",1,18,NA,"0",0,"",NA,NA,NA
